id,name,use_type
17354,B17354,RESTAURANT
17355,B17355,RESTAURANT
17356,B17356,INDUSTRIAL
17357,B17357,MULTI_RES
17358,B17358,MULTI_RES
17359,B17359,SCHOOL
17360,B17360,MULTI_RES
17361,B17361,MULTI_RES
17362,B17362,MULTI_RES
17363,B17363,MULTI_RES
17364,B17364,OFFICE
17365,B17365,SCHOOL
17366,B17366,GYM
17367,B17367,MULTI_RES
17368,B17368,UNIVERSITY
17369,B17369,UNIVERSITY
17370,B17370,UNIVERSITY
17371,B17371,MULTI_RES
17372,B17372,MULTI_RES
17373,B17373,UNIVERSITY
17374,B17374,UNIVERSITY
17375,B17375,MULTI_RES
17376,B17376,RESTAURANT
17377,B17377,INDUSTRIAL
17378,B17378,INDUSTRIAL
17379,B17379,INDUSTRIAL
17380,B17380,INDUSTRIAL
17381,B17381,INDUSTRIAL
17382,B17382,INDUSTRIAL
17383,B17383,INDUSTRIAL
17384,B17384,INDUSTRIAL
17385,B17385,INDUSTRIAL
17386,B17386,MULTI_RES
17387,B17387,MULTI_RES
17388,B17388,MULTI_RES
17389,B17389,INDUSTRIAL
17390,B17390,INDUSTRIAL
17391,B17391,MULTI_RES
17392,B17392,INDUSTRIAL
17393,B17393,MULTI_RES
17394,B17394,MULTI_RES
17395,B17395,MULTI_RES
17396,B17396,OFFICE
17397,B17397,INDUSTRIAL
17398,B17398,INDUSTRIAL
17399,B17399,MULTI_RES
17400,B17400,OFFICE
17401,B17401,INDUSTRIAL
17402,B17402,OFFICE
17403,B17403,INDUSTRIAL
17404,B17404,MULTI_RES
17405,B17405,MULTI_RES
17406,B17406,INDUSTRIAL
17407,B17407,INDUSTRIAL
17408,B17408,INDUSTRIAL
17409,B17409,INDUSTRIAL
17410,B17410,INDUSTRIAL
17411,B17411,MULTI_RES
17412,B17412,INDUSTRIAL
17413,B17413,INDUSTRIAL
17414,B17414,INDUSTRIAL
17415,B17415,INDUSTRIAL
17416,B17416,MULTI_RES
17417,B17417,OFFICE
17418,B17418,MULTI_RES
17419,B17419,OFFICE
17420,B17420,INDUSTRIAL
17421,B17421,OFFICE
17422,B17422,MULTI_RES
17423,B17423,OFFICE
17424,B17424,MULTI_RES
17425,B17425,MULTI_RES
17426,B17426,MULTI_RES
17427,B17427,MULTI_RES
17428,B17428,MULTI_RES
17429,B17429,MULTI_RES
17430,B17430,MULTI_RES
17431,B17431,MULTI_RES
17432,B17432,MULTI_RES
17433,B17433,MULTI_RES
17434,B17434,OFFICE
17435,B17435,MULTI_RES
17436,B17436,MULTI_RES
17437,B17437,OFFICE
17438,B17438,OFFICE
17439,B17439,MULTI_RES
17440,B17440,OFFICE
17441,B17441,MULTI_RES
17442,B17442,MULTI_RES
17443,B17443,OFFICE
17444,B17444,MULTI_RES
17445,B17445,MULTI_RES
17446,B17446,OFFICE
17447,B17447,OFFICE
17448,B17448,MULTI_RES
17449,B17449,MULTI_RES
17450,B17450,OFFICE
17451,B17451,FOODSTORE
17452,B17452,MULTI_RES
17453,B17453,MULTI_RES
17454,B17454,MULTI_RES
17455,B17455,MULTI_RES
17456,B17456,MULTI_RES
17457,B17457,SCHOOL
17458,B17458,SCHOOL
17459,B17459,MULTI_RES
17460,B17460,RESTAURANT
17461,B17461,INDUSTRIAL
17462,B17462,RESTAURANT
17463,B17463,MULTI_RES
17464,B17464,MULTI_RES
17465,B17465,MULTI_RES
17466,B17466,MULTI_RES
17467,B17467,MULTI_RES
17468,B17468,MULTI_RES
17469,B17469,MULTI_RES
17470,B17470,MULTI_RES
17471,B17471,MULTI_RES
17472,B17472,MULTI_RES
17473,B17473,SCHOOL
17474,B17474,MULTI_RES
17475,B17475,MULTI_RES
17476,B17476,RESTAURANT
17477,B17477,LAB
17478,B17478,MULTI_RES
17479,B17479,MULTI_RES
17480,B17480,MULTI_RES
17481,B17481,MULTI_RES
17482,B17482,MULTI_RES
17483,B17483,MULTI_RES
17484,B17484,MULTI_RES
17485,B17485,OFFICE
17486,B17486,OFFICE
17487,B17487,MULTI_RES
17488,B17488,MULTI_RES
17489,B17489,MULTI_RES
17490,B17490,MULTI_RES
17491,B17491,MULTI_RES
17492,B17492,MULTI_RES
17493,B17493,MULTI_RES
17494,B17494,MULTI_RES
17495,B17495,MULTI_RES
17496,B17496,MULTI_RES
17497,B17497,MULTI_RES
17498,B17498,MULTI_RES
17499,B17499,MULTI_RES
17500,B17500,MULTI_RES
17501,B17501,MULTI_RES
17502,B17502,MULTI_RES
17503,B17503,MULTI_RES
17504,B17504,OFFICE
17505,B17505,MULTI_RES
17506,B17506,UNIVERSITY
17507,B17507,MULTI_RES
17508,B17508,MULTI_RES
17509,B17509,MULTI_RES
17510,B17510,MULTI_RES
17511,B17511,SCHOOL
17512,B17512,MULTI_RES
17513,B17513,MULTI_RES
17514,B17514,MULTI_RES
17515,B17515,MULTI_RES
17516,B17516,MULTI_RES
17517,B17517,UNIVERSITY
17518,B17518,UNIVERSITY
17519,B17519,MULTI_RES
17520,B17520,MULTI_RES
17521,B17521,MULTI_RES
17522,B17522,MULTI_RES
17523,B17523,MULTI_RES
17524,B17524,MULTI_RES
17525,B17525,MULTI_RES
17526,B17526,MULTI_RES
17527,B17527,SCHOOL
17528,B17528,SCHOOL
17529,B17529,MULTI_RES
17530,B17530,RETAIL
17531,B17531,MULTI_RES
17532,B17532,MULTI_RES
17533,B17533,MULTI_RES
17534,B17534,LAB
17535,B17535,MULTI_RES
17536,B17536,RETAIL
17537,B17537,RETAIL
17538,B17538,MULTI_RES
17539,B17539,RETAIL
17540,B17540,MULTI_RES
17541,B17541,RETAIL
17542,B17542,MULTI_RES
17543,B17543,MULTI_RES
17544,B17544,RETAIL
17545,B17545,INDUSTRIAL
17546,B17546,MULTI_RES
17547,B17547,MULTI_RES
17548,B17548,MULTI_RES
17549,B17549,INDUSTRIAL
17550,B17550,RETAIL
17551,B17551,MULTI_RES
17552,B17552,RETAIL
17553,B17553,MULTI_RES
17554,B17554,MULTI_RES
17555,B17555,MULTI_RES
17556,B17556,HOTEL
17557,B17557,MULTI_RES
17558,B17558,RETAIL
17559,B17559,RETAIL
17560,B17560,MULTI_RES
17561,B17561,RESTAURANT
17562,B17562,OFFICE
17563,B17563,MULTI_RES
17564,B17564,MULTI_RES
17565,B17565,MULTI_RES
17566,B17566,MULTI_RES
17567,B17567,MULTI_RES
17568,B17568,OFFICE
17569,B17569,MULTI_RES
17570,B17570,MULTI_RES
17571,B17571,MULTI_RES
17572,B17572,MULTI_RES
17573,B17573,OFFICE
17574,B17574,OFFICE
17575,B17575,OFFICE
17576,B17576,FOODSTORE
17577,B17577,OFFICE
17578,B17578,OFFICE
17579,B17579,MULTI_RES
17580,B17580,MULTI_RES
17581,B17581,OFFICE
17582,B17582,MULTI_RES
17583,B17583,MULTI_RES
17584,B17584,INDUSTRIAL
17585,B17585,RETAIL
17586,B17586,MULTI_RES
17587,B17587,MULTI_RES
17588,B17588,INDUSTRIAL
17589,B17589,MULTI_RES
17590,B17590,MULTI_RES
17591,B17591,MULTI_RES
17592,B17592,MULTI_RES
17593,B17593,MULTI_RES
17594,B17594,MULTI_RES
17595,B17595,OFFICE
17596,B17596,MULTI_RES
17597,B17597,INDUSTRIAL
17598,B17598,OFFICE
17599,B17599,MULTI_RES
17600,B17600,RETAIL
17601,B17601,MULTI_RES
17602,B17602,HOTEL
17603,B17603,MULTI_RES
17604,B17604,SCHOOL
17605,B17605,SCHOOL
17606,B17606,MULTI_RES
17607,B17607,MULTI_RES
17608,B17608,SCHOOL
17609,B17609,SCHOOL
17610,B17610,MULTI_RES
17611,B17611,MULTI_RES
17612,B17612,MULTI_RES
17613,B17613,MULTI_RES
17614,B17614,MULTI_RES
17615,B17615,MULTI_RES
17616,B17616,MULTI_RES
17617,B17617,MULTI_RES
17618,B17618,MULTI_RES
17619,B17619,MULTI_RES
17620,B17620,MULTI_RES
17621,B17621,MULTI_RES
17622,B17622,MULTI_RES
17623,B17623,MULTI_RES
17624,B17624,MULTI_RES
17625,B17625,MULTI_RES
17626,B17626,MULTI_RES
17627,B17627,MULTI_RES
17628,B17628,MULTI_RES
17629,B17629,MULTI_RES
17630,B17630,MULTI_RES
17631,B17631,MULTI_RES
17632,B17632,MULTI_RES
17633,B17633,OFFICE
17634,B17634,MULTI_RES
17635,B17635,MULTI_RES
17636,B17636,MULTI_RES
17637,B17637,MULTI_RES
17638,B17638,MULTI_RES
17639,B17639,MULTI_RES
17640,B17640,MULTI_RES
17641,B17641,MULTI_RES
17642,B17642,MULTI_RES
17643,B17643,MULTI_RES
17644,B17644,MULTI_RES
17645,B17645,MULTI_RES
17646,B17646,MULTI_RES
17647,B17647,MULTI_RES
17648,B17648,MULTI_RES
17649,B17649,MULTI_RES
17650,B17650,MULTI_RES
17651,B17651,MULTI_RES
17652,B17652,MULTI_RES
17653,B17653,MULTI_RES
17654,B17654,MULTI_RES
17655,B17655,MULTI_RES
17656,B17656,MULTI_RES
17657,B17657,MULTI_RES
17658,B17658,MULTI_RES
17659,B17659,MULTI_RES
17660,B17660,MULTI_RES
17661,B17661,MULTI_RES
17662,B17662,MULTI_RES
17663,B17663,MULTI_RES
17664,B17664,MULTI_RES
17665,B17665,MULTI_RES
17666,B17666,MULTI_RES
17667,B17667,MULTI_RES
17668,B17668,MULTI_RES
17669,B17669,MULTI_RES
17670,B17670,MULTI_RES
17671,B17671,MULTI_RES
17672,B17672,MULTI_RES
17673,B17673,MULTI_RES
17674,B17674,MULTI_RES
17675,B17675,MULTI_RES
17676,B17676,MULTI_RES
17677,B17677,MULTI_RES
17678,B17678,MULTI_RES
17679,B17679,MULTI_RES
17680,B17680,MULTI_RES
17681,B17681,MULTI_RES
17682,B17682,MULTI_RES
17683,B17683,MULTI_RES
17684,B17684,MULTI_RES
17685,B17685,MULTI_RES
17686,B17686,MULTI_RES
17687,B17687,MULTI_RES
17688,B17688,RESTAURANT
17689,B17689,MULTI_RES
17690,B17690,MULTI_RES
17691,B17691,MULTI_RES
17692,B17692,MULTI_RES
17693,B17693,MULTI_RES
17694,B17694,MULTI_RES
17695,B17695,MULTI_RES
17696,B17696,MULTI_RES
17697,B17697,OFFICE
17698,B17698,MULTI_RES
17699,B17699,RETAIL
17700,B17700,OFFICE
17701,B17701,MULTI_RES
17702,B17702,MULTI_RES
17703,B17703,MULTI_RES
17704,B17704,RETAIL
17705,B17705,FOODSTORE
17706,B17706,MULTI_RES
17707,B17707,OFFICE
17708,B17708,MULTI_RES
17709,B17709,MULTI_RES
17710,B17710,MULTI_RES
17711,B17711,RETAIL
17712,B17712,MULTI_RES
17713,B17713,MULTI_RES
17714,B17714,OFFICE
17715,B17715,MULTI_RES
17716,B17716,MULTI_RES
17717,B17717,MULTI_RES
17718,B17718,RETAIL
17719,B17719,OFFICE
17720,B17720,RETAIL
17721,B17721,MULTI_RES
17722,B17722,MULTI_RES
17723,B17723,OFFICE
17724,B17724,MULTI_RES
17725,B17725,MULTI_RES
17726,B17726,MULTI_RES
17727,B17727,OFFICE
17728,B17728,RESTAURANT
17729,B17729,MULTI_RES
17730,B17730,OFFICE
17731,B17731,MULTI_RES
17732,B17732,MULTI_RES
17733,B17733,RESTAURANT
17734,B17734,MULTI_RES
17735,B17735,MULTI_RES
17736,B17736,MULTI_RES
17737,B17737,OFFICE
17738,B17738,MULTI_RES
17739,B17739,MULTI_RES
17740,B17740,OFFICE
17741,B17741,MULTI_RES
17742,B17742,MULTI_RES
17743,B17743,RESTAURANT
17744,B17744,MULTI_RES
17745,B17745,MULTI_RES
17746,B17746,MULTI_RES
17747,B17747,MULTI_RES
17748,B17748,MULTI_RES
17749,B17749,MULTI_RES
17750,B17750,MULTI_RES
17751,B17751,MULTI_RES
17752,B17752,SCHOOL
17753,B17753,MULTI_RES
17754,B17754,RESTAURANT
17755,B17755,MULTI_RES
17756,B17756,OFFICE
17757,B17757,MULTI_RES
17758,B17758,MULTI_RES
17759,B17759,MULTI_RES
17760,B17760,OFFICE
17761,B17761,RETAIL
17762,B17762,OFFICE
17763,B17763,MULTI_RES
17764,B17764,MULTI_RES
17765,B17765,MULTI_RES
17766,B17766,OFFICE
17767,B17767,MULTI_RES
17768,B17768,MULTI_RES
17769,B17769,MULTI_RES
17770,B17770,MULTI_RES
17771,B17771,OFFICE
17772,B17772,MULTI_RES
17773,B17773,MULTI_RES
17774,B17774,MULTI_RES
17775,B17775,OFFICE
17776,B17776,MULTI_RES
17777,B17777,MULTI_RES
17778,B17778,MULTI_RES
17779,B17779,OFFICE
17780,B17780,SCHOOL
17781,B17781,MULTI_RES
17782,B17782,MULTI_RES
17783,B17783,MULTI_RES
17784,B17784,MULTI_RES
17785,B17785,MULTI_RES
17786,B17786,MULTI_RES
17787,B17787,MULTI_RES
17788,B17788,MULTI_RES
17789,B17789,MULTI_RES
17790,B17790,OFFICE
17791,B17791,MULTI_RES
17792,B17792,MULTI_RES
17793,B17793,MULTI_RES
17794,B17794,OFFICE
17795,B17795,MULTI_RES
17796,B17796,RESTAURANT
17797,B17797,MULTI_RES
17798,B17798,MULTI_RES
17799,B17799,RETAIL
17800,B17800,MULTI_RES
17801,B17801,MULTI_RES
17802,B17802,MULTI_RES
17803,B17803,MULTI_RES
17804,B17804,MULTI_RES
17805,B17805,MULTI_RES
17806,B17806,MULTI_RES
17807,B17807,OFFICE
17808,B17808,MULTI_RES
17809,B17809,OFFICE
17810,B17810,MULTI_RES
17811,B17811,MULTI_RES
17812,B17812,MULTI_RES
17813,B17813,MULTI_RES
17814,B17814,MULTI_RES
17815,B17815,MULTI_RES
17816,B17816,MULTI_RES
17817,B17817,MULTI_RES
17818,B17818,MULTI_RES
17819,B17819,MULTI_RES
17820,B17820,MULTI_RES
17821,B17821,MULTI_RES
17822,B17822,MULTI_RES
17823,B17823,RETAIL
17824,B17824,MULTI_RES
17825,B17825,MULTI_RES
17826,B17826,OFFICE
17827,B17827,RESTAURANT
17828,B17828,MULTI_RES
17829,B17829,MULTI_RES
17830,B17830,MULTI_RES
17831,B17831,MULTI_RES
17832,B17832,OFFICE
17833,B17833,MULTI_RES
17834,B17834,RETAIL
17835,B17835,RESTAURANT
17836,B17836,MULTI_RES
17837,B17837,MULTI_RES
17838,B17838,MULTI_RES
17839,B17839,MULTI_RES
17840,B17840,RESTAURANT
17841,B17841,MULTI_RES
17842,B17842,HOSPITAL
17843,B17843,OFFICE
17844,B17844,MULTI_RES
17845,B17845,MULTI_RES
17846,B17846,MULTI_RES
17847,B17847,OFFICE
17848,B17848,MULTI_RES
17849,B17849,MULTI_RES
17850,B17850,MULTI_RES
17851,B17851,OFFICE
17852,B17852,MULTI_RES
17853,B17853,OFFICE
17854,B17854,MULTI_RES
17855,B17855,MULTI_RES
17856,B17856,MULTI_RES
17857,B17857,RESTAURANT
17858,B17858,MULTI_RES
17859,B17859,MULTI_RES
17860,B17860,MULTI_RES
17861,B17861,MULTI_RES
17862,B17862,OFFICE
17863,B17863,OFFICE
17864,B17864,OFFICE
17865,B17865,MULTI_RES
17866,B17866,MULTI_RES
17867,B17867,INDUSTRIAL
17868,B17868,MULTI_RES
17869,B17869,OFFICE
17870,B17870,MULTI_RES
17871,B17871,MULTI_RES
17872,B17872,OFFICE
17873,B17873,OFFICE
17874,B17874,MULTI_RES
17875,B17875,OFFICE
17876,B17876,OFFICE
17877,B17877,RETAIL
17878,B17878,MULTI_RES
17879,B17879,SCHOOL
17880,B17880,RESTAURANT
17881,B17881,MULTI_RES
17882,B17882,RESTAURANT
17883,B17883,MULTI_RES
17884,B17884,LIBRARY
17885,B17885,LIBRARY
17886,B17886,MULTI_RES
17887,B17887,RETAIL
17888,B17888,RESTAURANT
17889,B17889,MULTI_RES
17890,B17890,OFFICE
17891,B17891,OFFICE
17892,B17892,OFFICE
17893,B17893,MULTI_RES
17894,B17894,MULTI_RES
17895,B17895,OFFICE
17896,B17896,MULTI_RES
17897,B17897,MULTI_RES
17898,B17898,OFFICE
17899,B17899,RETAIL
17900,B17900,OFFICE
17901,B17901,MULTI_RES
17902,B17902,MULTI_RES
17903,B17903,MULTI_RES
17904,B17904,OFFICE
17905,B17905,MULTI_RES
17906,B17906,MULTI_RES
17907,B17907,MULTI_RES
17908,B17908,MULTI_RES
17909,B17909,MULTI_RES
17910,B17910,RETAIL
17911,B17911,FOODSTORE
17912,B17912,OFFICE
17913,B17913,RETAIL
17914,B17914,MULTI_RES
17915,B17915,OFFICE
17916,B17916,SCHOOL
17917,B17917,MULTI_RES
17918,B17918,OFFICE
17919,B17919,MULTI_RES
17920,B17920,MULTI_RES
17921,B17921,MULTI_RES
17922,B17922,MULTI_RES
17923,B17923,MULTI_RES
17924,B17924,MULTI_RES
17925,B17925,RETAIL
17926,B17926,MULTI_RES
17927,B17927,SCHOOL
17928,B17928,MULTI_RES
17929,B17929,MULTI_RES
17930,B17930,MULTI_RES
17931,B17931,MULTI_RES
17932,B17932,MULTI_RES
17933,B17933,RETAIL
17934,B17934,MULTI_RES
17935,B17935,MULTI_RES
17936,B17936,MULTI_RES
17937,B17937,SCHOOL
17938,B17938,MULTI_RES
17939,B17939,SCHOOL
17940,B17940,MULTI_RES
17941,B17941,MULTI_RES
17942,B17942,MULTI_RES
17943,B17943,MULTI_RES
17944,B17944,MULTI_RES
17945,B17945,FOODSTORE
17946,B17946,MULTI_RES
17947,B17947,MULTI_RES
17948,B17948,OFFICE
17949,B17949,MULTI_RES
17950,B17950,MULTI_RES
17951,B17951,MULTI_RES
17952,B17952,INDUSTRIAL
17953,B17953,MULTI_RES
17954,B17954,MULTI_RES
17955,B17955,MULTI_RES
17956,B17956,MULTI_RES
17957,B17957,OFFICE
17958,B17958,MULTI_RES
17959,B17959,OFFICE
17960,B17960,MULTI_RES
17961,B17961,MULTI_RES
17962,B17962,MULTI_RES
17963,B17963,MULTI_RES
17964,B17964,MULTI_RES
17965,B17965,MULTI_RES
17966,B17966,OFFICE
17967,B17967,MULTI_RES
17968,B17968,MULTI_RES
17969,B17969,MULTI_RES
17970,B17970,MULTI_RES
17971,B17971,OFFICE
17972,B17972,MULTI_RES
17973,B17973,MULTI_RES
17974,B17974,MULTI_RES
17975,B17975,MULTI_RES
17976,B17976,MULTI_RES
17977,B17977,OFFICE
17978,B17978,MULTI_RES
17979,B17979,MULTI_RES
17980,B17980,MULTI_RES
17981,B17981,MULTI_RES
17982,B17982,MULTI_RES
17983,B17983,OFFICE
17984,B17984,MULTI_RES
17985,B17985,FOODSTORE
17986,B17986,MULTI_RES
17987,B17987,MULTI_RES
17988,B17988,MULTI_RES
17989,B17989,MULTI_RES
17990,B17990,MULTI_RES
17991,B17991,MULTI_RES
17992,B17992,MULTI_RES
17993,B17993,MULTI_RES
17994,B17994,OFFICE
17995,B17995,MULTI_RES
17996,B17996,MULTI_RES
17997,B17997,MULTI_RES
17998,B17998,MULTI_RES
17999,B17999,MULTI_RES
18000,B18000,MULTI_RES
18001,B18001,MULTI_RES
18002,B18002,MULTI_RES
18003,B18003,MULTI_RES
18004,B18004,MULTI_RES
18005,B18005,OFFICE
18006,B18006,RETAIL
18007,B18007,MULTI_RES
18008,B18008,MULTI_RES
18009,B18009,MULTI_RES
18010,B18010,MULTI_RES
18011,B18011,MULTI_RES
18012,B18012,MULTI_RES
18013,B18013,MULTI_RES
18014,B18014,OFFICE
18015,B18015,MULTI_RES
18016,B18016,MULTI_RES
18017,B18017,MULTI_RES
18018,B18018,MULTI_RES
18019,B18019,MULTI_RES
18020,B18020,MULTI_RES
18021,B18021,MULTI_RES
18022,B18022,MULTI_RES
18023,B18023,MULTI_RES
18024,B18024,RETAIL
18025,B18025,MULTI_RES
18026,B18026,MULTI_RES
18027,B18027,MULTI_RES
18028,B18028,MULTI_RES
18029,B18029,MULTI_RES
18030,B18030,MULTI_RES
18031,B18031,MULTI_RES
18032,B18032,MULTI_RES
18033,B18033,MULTI_RES
18034,B18034,MULTI_RES
18035,B18035,MULTI_RES
18036,B18036,MULTI_RES
18037,B18037,MULTI_RES
18038,B18038,MULTI_RES
18039,B18039,MULTI_RES
18040,B18040,MULTI_RES
18041,B18041,OFFICE
18042,B18042,MULTI_RES
18043,B18043,MULTI_RES
18044,B18044,MULTI_RES
18045,B18045,MULTI_RES
18046,B18046,MULTI_RES
18047,B18047,MULTI_RES
18048,B18048,MULTI_RES
18049,B18049,MULTI_RES
18050,B18050,MULTI_RES
18051,B18051,MULTI_RES
18052,B18052,MULTI_RES
18053,B18053,INDUSTRIAL
18054,B18054,MULTI_RES
18055,B18055,MULTI_RES
18056,B18056,MULTI_RES
18057,B18057,MULTI_RES
18058,B18058,MULTI_RES
18059,B18059,MULTI_RES
18060,B18060,MULTI_RES
18061,B18061,MULTI_RES
18062,B18062,MULTI_RES
18063,B18063,OFFICE
18064,B18064,MULTI_RES
18065,B18065,MULTI_RES
18066,B18066,MULTI_RES
18067,B18067,MULTI_RES
18068,B18068,INDUSTRIAL
18069,B18069,INDUSTRIAL
18070,B18070,MULTI_RES
18071,B18071,INDUSTRIAL
18072,B18072,MULTI_RES
18073,B18073,MULTI_RES
18074,B18074,MULTI_RES
18075,B18075,MULTI_RES
18076,B18076,MULTI_RES
18077,B18077,MULTI_RES
18078,B18078,MULTI_RES
18079,B18079,RETAIL
18080,B18080,MULTI_RES
18081,B18081,MULTI_RES
18082,B18082,MULTI_RES
18083,B18083,MULTI_RES
18084,B18084,MULTI_RES
18085,B18085,MULTI_RES
18086,B18086,MULTI_RES
18087,B18087,MULTI_RES
18088,B18088,MULTI_RES
18089,B18089,MULTI_RES
18090,B18090,MULTI_RES
18091,B18091,MULTI_RES
18092,B18092,MULTI_RES
18093,B18093,MULTI_RES
18094,B18094,MULTI_RES
18095,B18095,INDUSTRIAL
18096,B18096,MULTI_RES
18097,B18097,MULTI_RES
18098,B18098,MULTI_RES
18099,B18099,SCHOOL
18100,B18100,RESTAURANT
18101,B18101,MULTI_RES
18102,B18102,MULTI_RES
18103,B18103,MULTI_RES
18104,B18104,MULTI_RES
18105,B18105,MULTI_RES
18106,B18106,MULTI_RES
18107,B18107,MULTI_RES
18108,B18108,MULTI_RES
18109,B18109,MULTI_RES
18110,B18110,MULTI_RES
18111,B18111,RETAIL
18112,B18112,MULTI_RES
18113,B18113,MULTI_RES
18114,B18114,INDUSTRIAL
18115,B18115,MULTI_RES
18116,B18116,MULTI_RES
18117,B18117,MULTI_RES
18118,B18118,RESTAURANT
18119,B18119,MULTI_RES
18120,B18120,MULTI_RES
18121,B18121,MULTI_RES
18122,B18122,MULTI_RES
18123,B18123,MULTI_RES
18124,B18124,INDUSTRIAL
18125,B18125,MULTI_RES
18126,B18126,MULTI_RES
18127,B18127,MULTI_RES
18128,B18128,SCHOOL
18129,B18129,MULTI_RES
18130,B18130,MULTI_RES
18131,B18131,MULTI_RES
18132,B18132,MULTI_RES
18133,B18133,MULTI_RES
18134,B18134,MULTI_RES
18135,B18135,MULTI_RES
18136,B18136,MULTI_RES
18137,B18137,MULTI_RES
18138,B18138,MULTI_RES
18139,B18139,MULTI_RES
18140,B18140,MULTI_RES
18141,B18141,MULTI_RES
18142,B18142,MULTI_RES
18143,B18143,MULTI_RES
18144,B18144,MULTI_RES
18145,B18145,MULTI_RES
18146,B18146,MULTI_RES
18147,B18147,MULTI_RES
18148,B18148,MULTI_RES
18149,B18149,MULTI_RES
18150,B18150,INDUSTRIAL
18151,B18151,MULTI_RES
18152,B18152,MULTI_RES
18153,B18153,MULTI_RES
18154,B18154,RETAIL
18155,B18155,INDUSTRIAL
18156,B18156,MULTI_RES
18157,B18157,MULTI_RES
18158,B18158,MULTI_RES
18159,B18159,MULTI_RES
18160,B18160,MULTI_RES
18161,B18161,MULTI_RES
18162,B18162,MULTI_RES
18163,B18163,MULTI_RES
18164,B18164,MULTI_RES
18165,B18165,MULTI_RES
18166,B18166,SCHOOL
18167,B18167,MULTI_RES
18168,B18168,MULTI_RES
18169,B18169,MULTI_RES
18170,B18170,MULTI_RES
18171,B18171,MULTI_RES
18172,B18172,MULTI_RES
18173,B18173,OFFICE
18174,B18174,MULTI_RES
18175,B18175,MULTI_RES
18176,B18176,SCHOOL
18177,B18177,MULTI_RES
18178,B18178,MULTI_RES
18179,B18179,MULTI_RES
18180,B18180,MULTI_RES
18181,B18181,MULTI_RES
18182,B18182,MULTI_RES
18183,B18183,MULTI_RES
18184,B18184,MULTI_RES
18185,B18185,MULTI_RES
18186,B18186,SCHOOL
18187,B18187,MULTI_RES
18188,B18188,MULTI_RES
18189,B18189,MULTI_RES
18190,B18190,RETAIL
18191,B18191,MULTI_RES
18192,B18192,MULTI_RES
18193,B18193,MULTI_RES
18194,B18194,RESTAURANT
18195,B18195,MULTI_RES
18196,B18196,MULTI_RES
18197,B18197,MULTI_RES
18198,B18198,MULTI_RES
18199,B18199,MULTI_RES
18200,B18200,MULTI_RES
18201,B18201,MULTI_RES
18202,B18202,MULTI_RES
18203,B18203,RESTAURANT
18204,B18204,MULTI_RES
18205,B18205,MULTI_RES
18206,B18206,MULTI_RES
18207,B18207,MULTI_RES
18208,B18208,MULTI_RES
18209,B18209,RETAIL
18210,B18210,MULTI_RES
18211,B18211,MULTI_RES
18212,B18212,MULTI_RES
18213,B18213,MULTI_RES
18214,B18214,MULTI_RES
18215,B18215,MULTI_RES
18216,B18216,MULTI_RES
18217,B18217,MULTI_RES
18218,B18218,MULTI_RES
18219,B18219,MULTI_RES
18220,B18220,MULTI_RES
18221,B18221,MULTI_RES
18222,B18222,MULTI_RES
18223,B18223,RETAIL
18224,B18224,MULTI_RES
18225,B18225,MULTI_RES
18226,B18226,MULTI_RES
18227,B18227,MULTI_RES
18228,B18228,MULTI_RES
18229,B18229,MULTI_RES
18230,B18230,MULTI_RES
18231,B18231,SCHOOL
18232,B18232,MULTI_RES
18233,B18233,MULTI_RES
18234,B18234,MULTI_RES
18235,B18235,MULTI_RES
18236,B18236,MULTI_RES
18237,B18237,MULTI_RES
18238,B18238,RESTAURANT
18239,B18239,MULTI_RES
18240,B18240,MULTI_RES
18241,B18241,MULTI_RES
18242,B18242,MULTI_RES
18243,B18243,MULTI_RES
18244,B18244,MULTI_RES
18245,B18245,MULTI_RES
18246,B18246,SCHOOL
18247,B18247,MULTI_RES
18248,B18248,MULTI_RES
18249,B18249,MULTI_RES
18250,B18250,RESTAURANT
18251,B18251,MULTI_RES
18252,B18252,MULTI_RES
18253,B18253,MULTI_RES
18254,B18254,MULTI_RES
18255,B18255,MULTI_RES
18256,B18256,MULTI_RES
18257,B18257,MULTI_RES
18258,B18258,MULTI_RES
18259,B18259,MULTI_RES
18260,B18260,SCHOOL
18261,B18261,MULTI_RES
18262,B18262,MULTI_RES
18263,B18263,OFFICE
18264,B18264,MULTI_RES
18265,B18265,MULTI_RES
18266,B18266,MULTI_RES
18267,B18267,MULTI_RES
18268,B18268,MULTI_RES
18269,B18269,MULTI_RES
18270,B18270,MULTI_RES
18271,B18271,RETAIL
18272,B18272,MULTI_RES
18273,B18273,MULTI_RES
18274,B18274,RESTAURANT
18275,B18275,MULTI_RES
18276,B18276,RETAIL
18277,B18277,MULTI_RES
18278,B18278,RESTAURANT
18279,B18279,MULTI_RES
18280,B18280,MULTI_RES
18281,B18281,MULTI_RES
18282,B18282,MULTI_RES
18283,B18283,MULTI_RES
18284,B18284,RESTAURANT
18285,B18285,SCHOOL
18286,B18286,MULTI_RES
18287,B18287,MULTI_RES
18288,B18288,MULTI_RES
18289,B18289,MULTI_RES
18290,B18290,MULTI_RES
18291,B18291,MULTI_RES
18292,B18292,MULTI_RES
18293,B18293,RETAIL
18294,B18294,MULTI_RES
18295,B18295,MULTI_RES
18296,B18296,RETAIL
18297,B18297,SCHOOL
18298,B18298,MULTI_RES
18299,B18299,INDUSTRIAL
